ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,ap_with_poor_snr_sample,ap_with_poor_snr_sample_2g,ap_with_poor_snr_sample_5g,tot_2g,tot_5g,tot_overall,ap_with_high_no_of_sticky_client_2g_with_good_coverage,ap_with_high_no_of_sticky_client_5g_with_poor_coverage,ap_with_high_tx_packet_error,ap_with_high_client_disconnection,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2g,ap_with_poor_link_speed_mcs_rate_5g,ap_with_poor_coverage,ap_with_poor_coverage_2g,ap_with_poor_coverage_5g,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,supportht,supportvht,supporthe,supporteht,connectedband,htbeamforming_numofstreams,ehtbeamforming_subeamformer,ehtbeamforming_subeamformee,ehtbeamforming_mubeamformer,ehtbeamforming_mubeamformee,ehtbeamforming_numofstreams,ap_with_poor_snr_sample_breach,ap_with_poor_snr_sample_2g_breach,ap_with_poor_snr_sample_5g_breach,ap_with_high_tx_packet_error_breach,ap_with_high_client_disconnection_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2g_breach,ap_with_poor_link_speed_mcs_rate_5g_breach,ap_with_poor_coverage_breach,ap_with_poor_coverage_2g_breach,ap_with_poor_coverage_5g_breach,ap_with_poor_snr_sample_sample_count,ap_with_poor_snr_sample_2g_sample_count,ap_with_poor_snr_sample_5g_sample_count,ap_tot_2g_sample_count,ap_tot_5g_sample_count,ap_tot_overall_sample_count,ap_with_high_tx_packet_error_sample_count,ap_with_poor_link_speed_mcs_rate_sample_count,ap_with_poor_link_speed_mcs_rate_2g_sample_count,ap_with_poor_link_speed_mcs_rate_5g_sample_count,ap_with_poor_coverage_sample_count,ap_with_poor_coverage_2g_sample_count,ap_with_poor_coverage_5g_sample_count,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,,,,0.0,100.0,28.63,False,True,0.0,4.0,88.87,0.0,88.87,1.39,,1.39,4.9,0.12,AOT4221NK,Unknown_dc:4b:a1:04:e8:a6,TV,Sony,BRAVIA VH22,False,True,False,False,1.0,0.0,,,,,,,,,False,False,True,False,True,False,,False,,,,6490092544.0,6490092544.0,22666233856.0,647.0,647.0,,647.0,647.0,0.0,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E69E02B0FB11,Haryana,0.0,0.0,0.0,0.0,100.0,89.59,False,False,0.0,86.0,0.0,0.0,0.0,0.0,,0.0,19.51,0.13,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,True,True,False,1.0,0.0,,,,,,False,False,False,False,True,False,False,False,False,,False,7464.0,0.0,7464.0,8451168256.0,8451168256.0,9432833062.0,311.0,311.0,,311.0,311.0,0.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,,Haryana,0.0,,,,,,,,0.0,204.0,0.08,,,0.0,,,19.51,4.75,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,0C36234FB190,5.0,,0.0,0.0,0.0,0.0,50.0,0.0,5.76,12.47,2.27,4.05,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,94.42,9432833062.0,5.26,2.0,38.0,7.69,1.0,13.0,4.0,1.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,78.38,100.0,True,56.76,True,True,1181.0,2.0,1179.0,0.0,28296.0,28296.0,1181.0,2.0,1179.0,2812.0,962.0,1850.0,148.0,1181.0,150.0,150.0,,,9432833062.0,38.0,13.0,25.0,148.0,74.0,74.0
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,,Haryana,0.0,,,,,,,,0.0,107.0,5.61,,,0.0,,,10.83,0.41,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,2CC1F432FE41,6.0,,0.0,0.0,0.0,0.0,0.0,7.31,6.84,19.8,0.09,4.12,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,99.05,9231234048.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,67.06,100.0,True,34.12,False,True,2746.0,638.0,2108.0,0.0,50592.0,50592.0,2746.0,638.0,2108.0,3215.0,1101.0,2114.0,170.0,2746.0,170.0,170.0,,,9231234048.0,38.0,13.0,25.0,170.0,85.0,85.0
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,,Haryana,0.0,,,,,,,,0.3,83.0,16.85,,,0.13,,,8.9,0.68,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,2CC1F46D39D1,9.0,,0.0,0.16,0.0,0.0,91.37,0.53,1.48,4.02,0.16,2.02,0.0,0.29,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,97.78,27055543296.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,93.68,100.0,True,87.36,True,True,2967.0,533.0,2434.0,12792.0,0.0,12768.0,2967.0,533.0,2434.0,6611.0,2261.0,4350.0,346.0,2967.0,344.0,348.0,,,27055543296.0,38.0,13.0,25.0,348.0,174.0,174.0
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,,Haryana,20.83,,,,,,,,0.26,398.0,31.73,,,1.02,,,4.9,0.28,AAP321NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,BC515F6B66D3,14.0,,4.55,0.31,2.57,0.0,85.83,20.75,1.75,5.16,0.0,12.62,1.0,0.24,0.0,0.0,0.0,,,5.0,0.0,1.0,1.0,92.34,22666233856.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,,,True,False,False,False,False,False,False,False,False,93.63,100.0,True,87.26,True,True,3514.0,593.0,2921.0,14232.0,0.0,72.0,3514.0,593.0,2921.0,7963.0,2693.0,5270.0,428.0,3514.0,423.0,426.0,,,22666233856.0,38.0,13.0,25.0,424.0,212.0,212.0
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,,Haryana,0.0,,,,,,,,0.0,89.0,28.91,,,0.17,,,4.17,0.17,AOT4221NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,2CC1F4D2878F,9.0,,0.05,0.24,0.01,0.0,52.64,15.15,2.78,7.35,0.4,1.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,91.37,27094939763.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,71.11,100.0,True,42.22,False,True,6040.0,2217.0,3823.0,53208.0,0.0,5472.0,6040.0,2217.0,3823.0,10257.0,3509.0,6748.0,535.0,6040.0,523.0,540.0,,,27094939763.0,38.0,13.0,25.0,540.0,270.0,270.0
01244203817_dsl,Gurgaon,108.0,ZYOT2E000479,NOKIA,,Haryana,0.0,,,,,,,,0.0,631.0,0.0,,,0.0,,,0.45,0.02,AAP321NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,5807F84FAB41,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,99.93,1176361984.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,50.0,100.0,True,0.0,False,False,160.0,30.0,130.0,0.0,3120.0,3120.0,160.0,30.0,130.0,3306.0,1131.0,2175.0,174.0,160.0,173.0,174.0,,,1176361984.0,38.0,13.0,25.0,174.0,87.0,87.0
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,,Haryana,0.0,,,,,,,,0.09,167.0,5.76,,,2.85,,,4.78,0.61,AAP321NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,6C22F7E47EB3,14.0,,0.25,3.1,0.25,0.0,33.16,3.1,7.39,21.29,0.18,3.59,0.0,0.2,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,79.66,26695483392.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,66.73,100.0,True,33.47,False,True,4461.0,395.0,4066.0,9480.0,0.0,408.0,4461.0,395.0,4066.0,9530.0,3255.0,6275.0,502.0,4461.0,494.0,497.0,,,26695483392.0,38.0,13.0,25.0,502.0,251.0,251.0
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,,Haryana,0.7,,,,,,,,0.0,68.0,15.15,,,0.34,,,14.45,0.41,AAP321NK,,,,,,,,,,,,,,,,False,,,False,True,False,,,False,,,,,,,,,,,,,,,,5807F84FA491,8.0,,0.45,0.32,0.0,0.29,25.68,13.5,1.09,3.19,0.0,3.36,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,70.31,28574449664.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,True,False,False,False,False,False,False,False,False,50.0,100.0,True,0.0,False,False,3274.0,444.0,2830.0,0.0,67920.0,28248.0,3274.0,444.0,2830.0,5607.0,1911.0,3696.0,446.0,3274.0,445.0,444.0,,,28574449664.0,38.0,13.0,25.0,296.0,148.0,148.0
