ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,ap name,circle code,ont serial number,vendor,mac address,connected clients,ap manufacturer,poor coverage (overall),poor coverage (2.4 ghz),poor coverage (5 ghz),poor snr (2.4 ghz),poor snr (5 ghz),poor snr (overall),low download throughput (overall),low upload throughput (overall),low link speed (overall),low link speed (2.4 ghz),low link speed (5 ghz),high interference (overall),high interference (2.4 ghz),high interference (5 ghz),high client disconnections (overall),high retry rate (overall),high tx packet errors (overall),tx packet error (%) (overall),high tx packet errors flag (overall),high rx packet errors (overall),high rx packet errors flag (overall),downtime (%) (overall),high cpu utilization (overall),memory errors (overall),"sticky clients (2.4 ghz, good coverage)","sticky clients (5 ghz, poor coverage)",poor tot on (5 ghz),zero usage aps (overall),channel utilization (%) (overall),high channel utilization count (overall),total channels (all bands),high channel utilization (2.4 ghz) (%),high channel utilization count (2.4 ghz),total channels (2.4 ghz),high channel congestion (5 ghz) (%),high channel congestion count (5 ghz),total channels (5 ghz),poor coverage breach (overall),poor coverage breach (2.4 ghz),poor coverage breach (5 ghz),poor snr breach (2.4 ghz),poor snr breach (5 ghz),poor snr breach (overall),low download throughput breach (overall),low upload throughput breach (overall),low link speed breach (overall),low link speed breach (2.4 ghz),low link speed breach (5 ghz),high interference breach (overall),high interference breach (2.4 ghz),high interference breach (5 ghz),high client disconnections breach (overall),high retry rate breach (overall),high tx packet errors breach (overall),tx packet error (%) breach (overall),high rx packet errors breach (overall),ap downtime (%) breach (overall),internet down incidents breach (overall),high cpu utilization breach (overall),memory errors breach (overall),"sticky clients breach (2.4 ghz, good coverage)","sticky clients breach (5 ghz, poor coverage)",poor tot on breach (5 ghz),zero usage aps breach (overall),high channel utilisation breach (overall),high channel utilisation breach (2.4 ghz),high channel congestion breach (5 ghz),obss (overall),obss2 4 (overall),obss2 4 breach (overall),obss5 (overall),obss5 breach (overall),obss breach (overall),count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
012445159575_dsl,Gurgaon,108.0,ZYOTFD000042,NOKIA,4C1B86D3490C,Haryana,88.46,0.0,88.46,0.0,100.0,51.77,False,True,1.66,0.0,32.42,0.0,32.42,78.38,,78.38,3.5,0.14,AOT5221ZY,LGwebOSTV,TV,LG,TV,True,False,True,False,False,False,False,False,True,,True,23621.0,0.0,23621.0,25662489600.0,25662489600.0,49567900672.0,1027.0,1027.0,,1027.0,1027.0,0.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,DA662903C070,Haryana,0.0,0.0,0.0,0.0,100.0,3.96,False,False,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.04,0.01,AOT4221NK,Mac,PC,,,False,False,False,False,False,False,False,False,False,,False,24380.0,0.0,24380.0,298238976.0,298238976.0,7538201600.0,1060.0,1060.0,,1060.0,1060.0,0.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,147F670AADED,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,643.0,100.0,100.0,0.0,0.0,0.0,,0.0,0.0,AOT4221NK,,,,,False,False,False,False,True,True,True,False,False,False,,572.0,572.0,0.0,0.0,0.0,54054643712.0,26.0,26.0,26.0,,26.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,AEA3CFDCCB13,Haryana,0.0,0.0,0.0,0.0,100.0,53.88,False,False,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,2.99,0.84,AOT4221NK,PUNYKAPO-M-YY6P,OTHER,,,False,False,False,False,False,False,False,False,False,,False,2231.0,0.0,2231.0,4391059456.0,4391059456.0,8149856256.0,97.0,97.0,,97.0,97.0,0.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,444201C1B177,Haryana,,,,0.0,100.0,1.63,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.29,0.02,AOT4221NK,,,,,,,,False,,False,False,False,False,,False,,,,675422208.0,675422208.0,41415214771.0,961.0,961.0,,961.0,961.0,0.0,961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,8E44C4BECA46,Haryana,0.0,0.0,0.0,0.04,99.96,0.51,False,False,0.0,36.0,0.72,50.0,0.0,0.72,50.0,0.0,0.23,0.07,AOT4221NK,,,,,False,False,False,False,True,False,False,False,False,False,False,3128.0,0.0,3128.0,262028288.0,262028288.0,51462659072.0,138.0,138.0,2.0,136.0,138.0,2.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,32655446EDD7,Haryana,,,,0.0,100.0,46.52,False,False,0.0,31.0,0.17,0.0,0.17,0.0,,0.0,7.04,0.35,AOT4221NK,Galaxy-S25-Ultra,,Samsung Electronics,Galaxy,,,,False,True,False,False,False,False,,False,,,,19268349421.0,19268349421.0,41415214771.0,582.0,582.0,,582.0,582.0,0.0,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,866D51236BCF,Haryana,0.0,0.0,0.0,0.0,100.0,4.41,False,False,0.0,35.0,0.0,0.0,0.0,1.09,,1.09,3.91,0.25,AOT4221NK,,,,,False,False,False,False,True,False,False,False,False,,False,366.0,0.0,366.0,2384212992.0,2384212992.0,54054643712.0,366.0,366.0,,366.0,366.0,0.0,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,0EED7B0E8241,Haryana,4.72,0.0,4.72,0.37,99.63,1.42,False,False,0.0,14.0,21.69,50.0,20.99,6.02,50.0,4.94,1.89,0.31,AOT4221NK,OnePlus-15R,PHONE,OnePlus,15R,False,False,False,False,True,False,False,False,False,False,False,1863.0,0.0,1863.0,731644928.0,731644928.0,51462659072.0,83.0,83.0,2.0,81.0,83.0,2.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4CF5DCF7CBCA,Haryana,0.0,0.0,0.0,100.0,0.0,3.26,False,False,0.0,18.0,91.22,91.22,0.0,0.0,0.0,,0.02,0.56,AOT4221NK,846606451,OTHER,Hikvision,,False,False,False,False,True,True,True,False,False,False,,18546.0,18546.0,0.0,1763444736.0,1763444736.0,54054643712.0,843.0,843.0,843.0,,843.0,843.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,B2C8CF9ECE29,Haryana,,,,0.0,100.0,1.45,False,False,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,0.99,0.05,AOT4221NK,iPhone,PHONE,,iPhone,,,,False,True,False,False,False,False,,False,,,,599028119.0,599028119.0,41415214771.0,646.0,646.0,,646.0,646.0,0.0,646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,0C9A3C921DC8,Haryana,,,,0.0,100.0,0.0,,,0.0,2.0,100.0,0.0,100.0,6.67,,6.67,0.0,0.0,AOT4221NK,LTB0078814-01,LAPTOP,,Laptop,,,,False,False,True,False,True,False,,False,,,,244736.0,244736.0,9088501760.0,135.0,135.0,,135.0,135.0,0.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,926EC2B743A3,Karnataka,0.0,0.0,0.0,0.0,100.0,22.16,False,False,0.0,1.0,0.52,0.0,0.52,0.0,,0.0,4388.57,4534.93,MTK 0000,,,,,False,False,False,False,False,False,False,False,False,,False,4439.0,0.0,4439.0,3612688384.0,3612688384.0,16301671424.0,193.0,193.0,,193.0,193.0,0.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,7243CCCDA6CE,Haryana,0.0,0.0,0.0,0.0,100.0,17.6,False,False,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.03,AOT4221NK,XstreamIPTV1-VT,STREAMING_DEVICE,,Streaming Dongle,False,False,False,False,False,False,False,False,False,,False,843.0,0.0,843.0,9516103680.0,9516103680.0,54054643712.0,843.0,843.0,,843.0,843.0,0.0,843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,9E63A69D723F,Haryana,0.0,0.0,0.0,0.0,100.0,15.39,,,0.0,,0.13,0.0,0.13,0.0,,0.0,1.63,0.16,MTK 0000,,,,,False,False,False,False,,False,False,False,False,,False,18262.0,0.0,18262.0,7504057344.0,7504057344.0,48762856448.0,794.0,794.0,,794.0,794.0,0.0,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,F4289DA74175,Karnataka,97.89,0.0,97.89,82.6,17.4,56.07,True,False,0.0,12.0,75.97,86.0,0.0,11.66,0.0,100.0,0.63,0.47,MTK 0000,,,,,True,False,True,False,True,True,True,False,False,False,True,1518.0,0.0,1518.0,9140710400.0,9140710400.0,16301671424.0,566.0,566.0,500.0,66.0,566.0,500.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,32823B86F336,Haryana,0.0,0.0,0.0,100.0,0.0,0.0,False,False,0.0,17.0,100.0,100.0,0.0,0.0,0.0,,0.01,0.0,AOT4221NK,,,,,False,False,False,False,True,True,True,False,False,False,,92.0,92.0,0.0,445440.0,445440.0,9088501760.0,4.0,4.0,4.0,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,F072EAF9FBB2,Haryana,0.0,0.0,0.0,0.0,100.0,0.16,False,True,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.07,0.02,AOT4221NK,Google-Nest-Mini,STREAMING_DEVICE,Google,Streaming Dongle,False,False,False,False,True,False,False,False,False,,False,843.0,0.0,843.0,85533696.0,85533696.0,54054643712.0,843.0,843.0,,843.0,843.0,0.0,843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,683943AD68BF,Haryana,,,,0.0,100.0,7.8,False,True,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.74,0.02,AOT4221NK,Family-Room-TV,,,,,,,False,False,False,False,False,False,,False,,,,2924740608.0,2924740608.0,37489877625.0,128.0,128.0,,128.0,128.0,0.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,6CB749E119FF,Haryana,0.0,0.0,0.0,0.0,100.0,1.81,False,True,0.0,4.0,94.44,0.0,94.44,0.0,,0.0,0.02,0.01,AOT4221NK,Honor_View10-ebd5e83b5d12,PHONE,HONOR,,False,False,False,False,False,True,False,True,False,,False,1656.0,0.0,1656.0,136556544.0,136556544.0,7538201600.0,72.0,72.0,,72.0,72.0,0.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,CAF80AB2DDA1,Haryana,0.0,0.0,0.0,0.0,100.0,10.95,,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.08,0.51,MTK 0000,,,,,False,False,False,False,,False,False,False,False,,False,22701.0,0.0,22701.0,5340535808.0,5340535808.0,48762856448.0,987.0,987.0,,987.0,987.0,0.0,987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,62D8084F50B0,Haryana,0.19,0.0,0.19,0.18,99.82,20.09,False,True,0.0,16.0,8.04,100.0,7.68,0.2,0.0,0.2,1.19,0.41,AOT4221NK,OnePlus-Nord-CE4-Lite-5G,,,,False,False,False,False,True,False,True,False,False,False,False,11684.0,0.0,11684.0,10340634624.0,10340634624.0,51462659072.0,510.0,510.0,2.0,508.0,510.0,2.0,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A091A2A13221,Haryana,0.0,0.0,0.0,100.0,0.0,21.15,,,0.0,5.0,6.25,6.25,0.0,0.0,0.0,,1.25,0.05,AOT4221NK,Unknown_a0:91:a2:a1:32:21,PHONE,OnePlus,Mobile,False,False,False,False,False,False,False,False,False,False,,1104.0,1104.0,0.0,1922647040.0,1922647040.0,9088501760.0,48.0,48.0,48.0,,48.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,009337AD0935,Haryana,0.0,0.0,0.0,0.0,100.0,8.01,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,33.28,0.36,AOT4221NK,LTB0015461-02,OTHER,,,False,False,False,False,False,False,False,False,False,,False,23.0,0.0,23.0,652724224.0,652724224.0,8149856256.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,D4548B6D09FC,Haryana,,,,0.0,100.0,73.89,False,False,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,2.73,1.07,AOT4221NK,MMT-LPT-10824,OTHER,,,,,,False,False,False,False,False,False,,False,,,,27699859728.0,27699859728.0,37489877625.0,320.0,320.0,,320.0,320.0,0.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,,,,0.0,100.0,8.56,,,0.0,1.0,61.33,0.0,61.33,0.0,,0.0,1.64,0.08,AOT4221NK,Unknown_dc:4b:a1:04:e8:a6,TV,Sony,BRAVIA VH22,,,,False,False,True,False,True,False,,False,,,,3543192576.0,3543192576.0,41415214771.0,905.0,905.0,,905.0,905.0,0.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E69E02B0FB11,Haryana,0.0,0.0,0.0,0.0,100.0,37.92,False,False,0.0,6.0,1.44,0.0,1.44,0.0,,0.0,1.72,0.11,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,False,False,False,True,False,False,False,False,,False,25530.0,0.0,25530.0,3090742272.0,3090742272.0,8149856256.0,1110.0,1110.0,,1110.0,1110.0,0.0,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,F8FE5EBD1479,Haryana,,,,0.0,100.0,0.43,False,False,0.0,7.0,16.79,0.0,16.79,0.0,,0.0,0.09,0.02,AOT4221NK,ONEAIRTEL,,,,,,,False,True,False,False,False,False,,False,,,,177771481.0,177771481.0,41415214771.0,417.0,417.0,,417.0,417.0,0.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gurgaon,,,,,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01246472327_dsl,108.0,NKOTA0000592,NOKIA,0C36234FB190,6.0,AOT4221NK,0.08,,0.08,0.0,0.08,0.08,33.28,0.84,1.36,0.0,1.36,5.74,10.96,3.04,88.0,2.98,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,100.0,8149856256.0,5.26,2.0,38.0,7.69,1.0,13.0,4.0,1.0,25.0,False,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,100.0,100.0,True,100.0,True,True,1246.0,0.0,1246.0,0.0,28658.0,28658.0,1246.0,,1246.0,3290.0,1122.0,2168.0,168.0,1246.0,168.0,168.0,,,8149856256.0,38.0,13.0,25.0,174.0,87.0,87.0
,Gurgaon,,,,,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012447957675_dsl,108.0,ZYOT5E069474,NOKIA,30BD13CF4F18,6.0,AOT5221ZY,0.28,,0.28,0.0,0.28,0.0,8.02,0.51,1.89,0.0,1.89,92.68,93.74,91.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,100.0,48762856448.0,8.33,2.0,24.0,9.09,1.0,11.0,7.69,1.0,13.0,False,,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,,,,,,,False,False,False,False,False,65.2,100.0,True,30.39,False,True,5704.0,0.0,5704.0,0.0,131192.0,23.0,5704.0,,5704.0,2322.0,1086.0,1236.0,218.0,5704.0,210.0,218.0,,,48762856448.0,24.0,11.0,13.0,204.0,102.0,102.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012418656566_wifi,,NAN,,80EA0BC4549A,6.0,AOT5221ZY,2.25,1.92,2.27,0.0,3.34,3.34,17.61,1.08,0.0,0.0,0.0,99.85,99.69,100.0,0.0,0.0,0.25,1.13,0.0,0.0,0.0,,,,,,100.0,14266986496.0,0.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,,,,,,,False,False,False,False,False,99.44,100.0,True,98.88,True,True,801.0,52.0,749.0,0.0,17227.0,17227.0,801.0,52.0,749.0,2047.0,979.0,1068.0,180.0,801.0,177.0,180.0,,,14266986496.0,23.0,11.0,12.0,178.0,89.0,89.0
,Gurgaon,,,,,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01244081160_dsl,108.0,NKOT0F01CE6F,NOKIA,2CC1F432FE41,6.0,AOT4221NK,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.12,1.9,0.0,2.93,7.38,21.31,0.14,97.0,2.3,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,98.57,7538201600.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,58.82,100.0,True,17.65,False,True,3579.0,1258.0,2321.0,0.0,53383.0,53383.0,3579.0,1258.0,2321.0,3226.0,1103.0,2123.0,174.0,3579.0,174.0,174.0,,,7538201600.0,38.0,13.0,25.0,170.0,85.0,85.0
,Gurgaon,,,,,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01244054723_dsl,108.0,NKOT0F0226EE,NOKIA,2CC1F485CB51,15.0,AOT4221NK,3.81,20.49,0.1,13.15,0.0,54.55,5.83,2.21,17.29,92.57,0.52,0.98,2.74,0.07,844.0,4.19,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,96.73,54054643712.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,80.41,100.0,True,60.82,True,True,6057.0,1103.0,4954.0,24266.0,4954.0,5848.0,6057.0,1103.0,4954.0,9268.0,3170.0,6098.0,454.0,6057.0,444.0,451.0,,,54054643712.0,38.0,13.0,25.0,490.0,245.0,245.0
,Gurgaon,,,,,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012444903348_dsl,108.0,NKOT0F01CE7E,NOKIA,2CC1F432FF31,14.0,AOT4221NK,0.03,0.55,0.01,0.0,0.0,0.0,7.04,0.35,15.65,97.81,13.68,1.49,4.25,0.06,173.0,9.13,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,86.43,41415214771.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,95.11,100.0,True,90.23,True,True,7827.0,183.0,7644.0,4209.0,0.0,4163.0,7827.0,183.0,7644.0,10311.0,3531.0,6780.0,624.0,7827.0,608.0,620.0,,,41415214771.0,38.0,13.0,25.0,696.0,348.0,348.0
